taxonomy_id	name	rank	BGG_KOSDC	BGG_MOSDA	BGG_QOSDA	BGG_POSDC	BGG_BOSW	BGG_NOSDA	BGG_LOSDA	BGG_ROSDA	BGG_OOSDC
2218628	Photorhabdus laumondii	species	0	0	0	0	0	0	0	0	0
141679	Photorhabdus laumondii subsp. laumondii	subspecies	0	0	0	0	2	0	0	0	1
93378	Edwardsiella hoshinae	species	0	0	0	0	5	1	0	0	2
1263550	Edwardsiella piscicida	species	0	0	0	0	2	0	0	0	2
2810357	Jinshanibacter	genus	0	0	0	0	0	0	0	0	0
2498113	Jinshanibacter zhutongyuii	species	0	0	0	0	2	2	0	3	1
2005262	Legionella endosymbiont of Polyplax serrata	species	0	0	0	0	2	0	0	1	1
1761789	Halomonas sp. hl-4	species	0	0	0	0	2	2	0	0	12
1971364	Halomonas sp. GT	species	0	0	0	0	1	0	4	0	3
44935	Halomonas venusta	species	0	0	0	0	3	9	5	0	16
2661553	Cobetia sp. AM6	species	0	0	0	0	4	0	0	0	0
1055104	Cobetia amphilecti	species	0	0	0	0	6	0	0	0	0
59754	Alcanivorax borkumensis	species	0	0	0	0	0	0	0	0	0
393595	Alcanivorax borkumensis SK2	strain	0	0	0	0	1	0	0	0	0
2065312	Marinomonas sp. A3A	species	0	0	0	0	4	2	0	0	0
2726122	Marinomonas profundi	species	0	0	0	0	6	0	0	0	0
119864	Marinomonas mediterranea	species	0	0	0	0	0	0	0	0	0
717774	Marinomonas mediterranea MMB-1	strain	0	0	0	0	3	0	0	0	0
1445504	Gynuella	genus	0	0	0	0	0	0	0	0	0
1445505	Gynuella sunshinyii	species	0	0	0	0	0	0	0	0	0
1445510	Gynuella sunshinyii YC6258	strain	0	0	0	0	12	0	0	0	2
2898533	Zooshikellaceae	family	0	0	0	0	0	0	0	0	0
2768738	Spartinivicinus	genus	0	0	0	0	0	0	0	0	0
2683272	Spartinivicinus ruber	species	0	0	0	0	2	0	8	0	0
1028414	Psychrobacter sp. DAB_AL32B	species	0	0	0	0	1	4	10	0	0
2563897	Acinetobacter sp. 10FS3-1	species	0	0	0	0	3	4	16	1	2
2601122	Acinetobacter sp. YH12138	species	0	0	0	0	3	8	3	0	0
2714110	Acinetobacter sp. Marseille-Q1620	species	0	0	0	0	1	0	0	0	0
1279013	Acinetobacter baumannii PR07	strain	0	0	0	0	2	0	0	0	0
106648	Acinetobacter bereziniae	species	0	0	0	0	3	3	4	0	0
70348	Acinetobacter dispersus	species	0	0	0	0	2	6	3	2	0
52133	Acinetobacter venetianus	species	0	0	0	0	0	0	0	0	0
1197884	Acinetobacter venetianus VE-C3	strain	0	0	0	0	2	0	0	2	3
2715164	Acinetobacter shaoyimingii	species	0	0	0	0	1	2	1	2	0
34061	Moraxella cuniculi	species	0	0	0	0	1	0	0	0	0
1920107	Aeromonas sp. ASNIH7	species	0	0	0	0	5	0	0	0	1
2778056	Aeromonas sp. FDAARGOS 1407	species	0	0	0	0	3	0	0	0	0
2778068	Aeromonas sp. FDAARGOS 1419	species	0	0	0	0	2	0	0	0	0
2560029	Aeromonas sp. 2692-1	species	0	0	0	0	1	0	0	0	0
2675707	Aeromonas sp. WP2-W18-CRE-05	species	0	0	0	0	1	0	0	0	1
2778067	Aeromonas sp. FDAARGOS 1418	species	0	0	0	0	1	0	0	0	0
2778066	Aeromonas sp. FDAARGOS 1417	species	0	0	0	0	1	0	2	0	1
2778059	Aeromonas sp. FDAARGOS 1410	species	0	0	0	0	1	0	0	0	0
96473	Aeromonas salmonicida subsp. pectinolytica	subspecies	0	0	0	0	0	0	0	0	0
1324960	Aeromonas salmonicida subsp. pectinolytica 34mel	strain	0	0	0	0	3	0	0	4	0
998088	Aeromonas veronii B565	strain	0	0	0	0	3	0	0	0	0
633415	Aeromonas sanarellii	species	0	0	0	0	14	0	3	0	2
948519	Aeromonas rivipollensis	species	0	0	0	0	2	0	1	0	0
1903694	Oceanisphaera avium	species	0	0	0	0	3	0	0	1	0
2864213	Shewanella zhangzhouensis	species	0	0	0	0	8	0	0	0	0
2864209	Shewanella alkalitolerans	species	0	0	0	0	2	0	0	0	0
2698686	Shewanella sp. Arc9-LZ	species	0	0	0	0	1	9	1	0	0
60480	Shewanella sp. MR-4	species	0	0	0	0	1	0	0	0	0
693974	Shewanella baltica BA175	strain	0	0	0	0	1	0	0	0	1
2814294	Shewanella avicenniae	species	0	0	0	0	9	0	0	0	0
2814293	Shewanella sedimentimangrovi	species	0	0	0	0	6	0	0	0	3
2520507	Shewanella maritima	species	0	0	0	0	4	0	0	0	0
1965282	Shewanella khirikhana	species	0	0	0	0	3	0	12	0	1
404011	Shewanella piezotolerans	species	0	0	0	0	0	0	0	0	0
225849	Shewanella piezotolerans WP3	strain	0	0	0	0	2	0	6	0	0
2018305	Shewanella bicestrii	species	0	0	0	0	2	0	0	0	0
712036	Shewanella dokdonensis	species	0	0	0	0	2	0	0	0	0
70863	Shewanella oneidensis	species	0	0	0	0	0	0	0	0	0
211586	Shewanella oneidensis MR-1	strain	0	0	0	0	1	0	0	0	0
558541	Shewanella chilikensis	species	0	0	0	0	1	0	0	2	0
238836	Shewanella donghaensis	species	0	0	0	0	1	0	0	0	0
2686358	Paraglaciecola sp. L3A3	species	0	0	0	0	19	0	0	0	0
1714845	Alteromonas sp. BL110	species	0	0	0	0	3	0	0	0	0
2267264	Alteromonas sp. RKMC-009	species	0	0	0	0	3	0	0	1	0
1563703	Agarivorans aestuarii	species	0	0	0	0	1	0	0	0	0
2661818	Saliniradius	genus	0	0	0	0	0	0	0	0	0
2183582	Saliniradius amylolyticus	species	0	0	0	0	2	0	2	0	3
2587843	Pseudoalteromonas sp. THAF3	species	0	0	0	0	3	0	0	0	0
43657	Pseudoalteromonas luteoviolacea	species	0	0	0	0	3	0	0	1	2
1348114	Pseudoalteromonas piratica	species	0	0	0	0	2	0	0	0	0
882626	Pseudoalteromonas xiamenensis	species	0	0	0	0	2	0	0	0	0
267375	Pseudoalteromonas marina	species	0	0	0	0	1	0	6	0	0
298657	Pseudoalteromonas spongiae	species	0	0	0	0	0	1	2	0	0
1117319	Pseudoalteromonas spongiae UST010723-006	strain	0	0	0	0	1	0	0	0	0
151081	Pseudoalteromonas ruthenica	species	0	0	0	0	1	0	0	0	0
227	Pseudoalteromonas carrageenovora	species	0	0	0	0	1	0	3	0	0
2834759	Flocculibacter	genus	0	0	0	0	0	0	0	0	0
2744479	Flocculibacter collagenilyticus	species	0	0	0	0	3	0	0	0	0
2641570	unclassified Psychrosphaera	no rank	0	0	0	0	0	0	0	0	0
2820710	Psychrosphaera ytuae	species	0	0	0	0	2	0	0	0	1
2497879	Colwellia sp. Arc7-635	species	0	0	0	0	3	0	0	0	0
2848171	Cognaticolwellia	genus	0	0	0	0	0	0	0	0	0
1967665	Cognaticolwellia beringensis	species	0	0	0	0	2	1	0	0	0
2724191	Ferrimonas lipolytica	species	0	0	0	0	5	0	0	0	0
2746230	Moritella sp. 24	species	0	0	0	0	1	0	0	1	1
1224742	Vibrio campbellii CAIM 519 = NBRC 15631 = ATCC 25920	strain	0	0	0	0	1	0	0	0	0
696485	Vibrio owensii	species	0	0	0	0	1	0	0	0	0
914127	Vibrio vulnificus MO6-24/O	strain	0	0	0	0	1	0	0	0	0
2766781	Vibrio sp. sp1	species	0	0	0	0	5	0	0	0	0
2841925	Vibrio ostreae	species	0	0	0	0	3	0	0	0	1
2779363	Vibrio sp. SCSIO 43132	species	0	0	0	0	1	0	0	0	0
2714948	Vibrio sp. HDW18	species	0	0	0	0	1	0	0	0	1
452803	Vibrio sp. 23023	species	0	0	0	0	1	0	0	0	0
1918945	Vibrio spartinae	species	0	0	0	0	13	0	3	2	0
579112	Vibrio cholerae M66-2	strain	0	0	0	0	1	0	0	0	0
76258	Vibrio rumoiensis	species	0	0	0	0	4	0	0	0	0
2479546	Vibrio zhugei	species	0	0	0	0	2	0	0	0	0
28172	Vibrio metschnikovii	species	0	0	0	0	2	2	6	0	0
47951	Vibrio cyclitrophicus	species	0	0	0	0	1	0	0	0	2
675	Vibrio cincinnatiensis	species	0	0	0	0	1	0	0	0	0
104609	Vibrio penaeicida	species	0	0	0	0	1	0	0	2	0
170651	Vibrio neptunius	species	0	0	0	0	1	0	0	0	0
265668	Vibrio ponticus	species	0	0	0	0	1	0	0	0	0
687	Vibrio gazogenes	species	0	0	0	0	1	0	0	0	0
1295392	Photobacterium gaetbulicola	species	0	0	0	0	0	0	0	0	0
658445	Photobacterium gaetbulicola Gung47	strain	0	0	0	0	7	0	0	1	0
51367	Salinivibrio costicola	species	0	0	0	0	1	0	0	0	0
312309	Aliivibrio fischeri ES114	strain	0	0	0	0	1	0	0	0	0
862965	Haemophilus parainfluenzae T3T1	strain	0	0	0	0	2	0	2	0	0
2679994	Mannheimia ovis	species	0	0	0	0	4	0	0	2	2
85404	Mannheimia varigena	species	0	0	0	0	1	0	1	0	0
2629322	unclassified Glaesserella	no rank	0	0	0	0	0	0	0	0	0
2030797	Glaesserella sp. 15-184	species	0	0	0	0	3	0	0	0	0
1339255	Pasteurella multocida subsp. multocida HB01	strain	0	0	0	0	5	0	0	0	0
714	Aggregatibacter actinomycetemcomitans	species	0	0	0	0	7	1	0	0	0
716	Actinobacillus suis	species	0	0	0	0	2	0	0	0	0
718	Actinobacillus equuli	species	0	0	0	0	1	0	0	0	0
51049	Actinobacillus indolicus	species	0	0	0	0	1	0	1	0	0
292486	Avibacterium	genus	0	0	0	0	0	0	0	0	0
728	Avibacterium paragallinarum	species	0	0	0	0	5	0	9	0	0
697331	Basfia	genus	0	0	0	0	2	1	0	0	0
653940	Basfia succiniciproducens	species	0	0	0	0	1	0	0	0	0
1960084	Rodentibacter	genus	0	0	0	0	0	0	0	0	0
1906744	Rodentibacter heylii	species	0	0	0	0	2	0	0	0	0
1249016	Otariodibacter	genus	0	0	0	0	0	0	0	0	0
1032623	Otariodibacter oris	species	0	0	0	0	1	0	4	0	0
1076625	Candidatus Steffania	genus	0	0	0	0	0	0	0	0	0
1076626	Candidatus Steffania adelgidicola	species	0	0	0	0	1	0	0	0	0
2267253	Thiomicrorhabdus indica	species	0	0	0	0	2	0	0	0	0
2580412	Thiomicrorhabdus sediminis	species	0	0	0	0	1	0	0	0	0
2621467	unclassified Cycloclasticus	no rank	0	0	0	0	1	0	0	0	0
28885	Hydrogenovibrio marinus	species	0	0	0	0	5	0	0	0	0
265883	Hydrogenovibrio thermophilus	species	0	0	0	0	2	0	0	0	0
147268	Thiomicrospira cyclica	species	0	0	0	0	0	0	0	0	0
717773	Thiomicrospira cyclica ALM1	strain	0	0	0	0	5	0	0	0	0
2643099	unclassified Thiomicrospira	no rank	0	0	0	0	0	0	0	0	0
1803865	Thiomicrospira sp. S5	species	0	0	0	0	2	0	0	1	2
2781120	Thiosulfativibrio	genus	0	0	0	0	0	0	0	0	0
2675053	Thiosulfativibrio zosterae	species	0	0	0	0	1	4	0	0	2
2589986	Francisella sp. Scap27	species	0	0	0	0	2	3	0	0	0
539329	Francisella philomiragia subsp. philomiragia ATCC 25015	strain	0	0	0	0	1	3	0	0	0
657445	Francisella noatunensis	species	0	0	0	0	0	0	0	0	0
360196	Francisella noatunensis subsp. noatunensis	subspecies	0	0	0	0	0	0	0	0	0
1089434	Francisella noatunensis subsp. noatunensis FSC774	strain	0	0	0	0	1	0	0	1	0
869	Dichelobacter	genus	0	0	0	0	0	0	0	0	0
870	Dichelobacter nodosus	species	0	0	0	0	4	0	0	0	7
261964	Kangiella koreensis	species	0	0	0	0	0	0	0	0	0
523791	Kangiella koreensis DSM 16069	strain	0	0	0	0	6	0	4	0	0
914150	Kangiella geojedonensis	species	0	0	0	0	6	0	0	0	1
1144748	Kangiella sediminilitoris	species	0	0	0	0	1	0	4	0	0
2704655	Gilliamella sp. ESL0443	species	0	0	0	0	2	0	0	0	0
2704653	Gilliamella sp. ESL0405	species	0	0	0	0	1	0	0	0	0
1840315	Polaromonas sp. W5N	species	0	0	0	0	15	0	0	0	0
1871054	Janthinobacterium sp.	species	0	0	0	0	3	0	0	0	0
406425	Burkholderia orbicola MC0-3	strain	0	0	0	0	6	0	2	2	3
331272	Burkholderia cenocepacia HI2424	strain	0	0	0	0	1	0	0	0	0
2813843	Burkholderia sp. LAS2	species	0	0	0	0	2	0	0	0	2
1435365	Burkholderia pseudomallei TSV 48	strain	0	0	0	0	2	1	0	0	0
1306419	Burkholderia pseudomallei HBPUB10303a	strain	0	0	0	0	2	0	0	2	1
1249474	Burkholderia pseudomallei MSHR511	strain	0	0	0	0	1	0	0	0	0
1249472	Burkholderia pseudomallei MSHR2543	strain	0	0	0	0	1	0	0	0	0
1249470	Burkholderia pseudomallei MSHR1079	strain	0	0	0	0	1	0	0	0	0
32009	Burkholderia gladioli pv. gladioli	no rank	0	0	0	0	7	0	2	0	0
1416914	Pandoraea pnomenusa 3kgm	strain	0	0	0	0	5	0	0	0	1
1262456	Ralstonia pseudosolanacearum FQY_4	strain	0	0	0	0	6	0	0	0	0
1394180	Ralstonia solanacearum Rs-09-161	strain	0	0	0	0	3	0	0	0	0
1743174	Polynucleobacter tropicus	species	0	0	0	0	13	0	0	0	2
2770235	Polynucleobacter sp. MG-9-Vaara-E2	species	0	0	0	0	2	0	0	0	0
1855616	Polynucleobacter sp. MWH-UH25E	species	0	0	0	0	2	0	0	0	5
2081051	Polynucleobacter sp. MG-5-Ahmo-C2	species	0	0	0	0	1	0	0	0	0
2081052	Polynucleobacter sp. MG-Unter2-18	species	0	0	0	0	1	0	0	0	0
2735707	unclassified Candidatus Vallotia	no rank	0	0	0	0	0	0	0	0	0
2864217	Candidatus Vallotia sp. (ex Adelges kitamiensis)	species	0	0	0	0	5	0	0	0	0
1177211	Candidatus Vallotia cooleyia	species	0	0	0	0	2	1	0	0	0
134375	Achromobacter sp.	species	0	0	0	0	1	0	2	0	0
243365	Chromobacterium violaceum ATCC 12472	strain	0	0	0	0	20	0	0	0	0
1853276	Neisseria weixii	species	0	0	0	0	4	0	0	0	1
326523	Neisseria zoodegmatis	species	0	0	0	0	19	0	0	0	0
326522	Neisseria animaloris	species	0	0	0	0	12	0	0	0	1
935591	Neisseria meningitidis M01-240149	strain	0	0	0	0	2	0	0	0	0
484	Neisseria flavescens	species	0	0	0	0	8	3	0	1	0
28091	Neisseria weaveri	species	0	0	0	0	6	0	0	0	1
607711	Neisseria wadsworthii	species	0	0	0	0	3	0	0	0	0
489	Neisseria polysaccharea	species	0	0	0	0	1	2	0	0	0
334107	Conchiformibius	genus	0	0	0	0	0	0	0	0	0
153493	Conchiformibius steedae	species	0	0	0	0	18	0	2	2	5
194195	Alysiella	genus	0	0	0	0	0	0	0	0	0
194196	Alysiella filiformis	species	0	0	0	0	14	0	2	0	0
71	Simonsiella	genus	0	0	0	0	0	0	0	0	0
72	Simonsiella muelleri	species	0	0	0	0	13	0	0	0	0
994696	Candidatus Kinetoplastibacterium oncopeltii	species	0	0	0	0	0	0	0	0	0
1208920	Candidatus Kinetoplastibacterium oncopeltii TCC290E	strain	0	0	0	0	13	0	0	0	0
663917	Geobacter sulfurreducens KN400	strain	0	0	0	0	2	0	5	0	0
1725232	Candidatus Desulfovibrio trichonymphae	species	0	0	0	0	7	0	0	0	0
879567	Pseudodesulfovibrio piezophilus	species	0	0	0	0	0	0	0	0	0
1322246	Pseudodesulfovibrio piezophilus C1TLV30	strain	0	0	0	0	3	6	23	5	0
195	Campylobacter coli	species	0	0	0	0	0	0	0	1	0
1367491	Campylobacter coli 76339	strain	0	0	0	0	160	0	0	0	0
824	Campylobacter gracilis	species	0	0	0	0	5	6	0	3	0
1032243	Campylobacter sp. RM6914	species	0	0	0	0	2	0	0	0	0
1448857	Campylobacter corcagiensis	species	0	0	0	0	2	1	0	0	0
196	Campylobacter fetus	species	0	0	0	0	1	0	0	1	0
497724	Campylobacter subantarcticus	species	0	0	0	0	1	0	0	0	0
206	Campylobacter sputorum	species	0	0	0	0	1	0	0	0	0
1581011	Sulfurospirillum sp. UCH001	species	0	0	0	0	3	0	0	0	0
220622	Sulfurospirillum diekertiae	species	0	0	0	0	1	0	0	0	0
65553	Sulfurospirillum deleyianum	species	0	0	0	0	0	0	0	0	0
525898	Sulfurospirillum deleyianum DSM 6946	strain	0	0	0	0	2	1	0	0	0
2321115	Halarcobacter	genus	0	0	0	0	0	0	0	0	0
663364	Halarcobacter bivalviorum	species	0	0	0	0	3	0	0	1	0
2878390	Sulfurimonas sp. SWIR-19	species	0	0	0	0	1	0	0	0	0
866344	Helicobacter pylori F16	strain	0	0	0	0	1	0	0	0	0
2593540	unclassified Helicobacter	no rank	0	0	0	0	0	0	0	0	0
2849641	Helicobacter sp. NHP19-003	species	0	0	0	0	2	0	0	0	0
2849642	Helicobacter sp. NHP19-012	species	0	0	0	0	1	0	0	1	0
29419	Helicobacter canis	species	0	0	0	0	1	0	0	0	0
35817	Helicobacter heilmannii	species	0	0	0	0	0	0	0	0	0
1216962	Helicobacter heilmannii ASB1.4	strain	0	0	0	0	1	0	0	0	0
35818	Helicobacter pullorum	species	0	0	0	0	1	0	0	0	0
37372	Helicobacter bilis	species	0	0	0	0	1	0	0	2	0
56877	Helicobacter bizzozeronii	species	0	0	0	0	0	0	0	0	0
1002804	Helicobacter bizzozeronii CIII-1	strain	0	0	0	0	1	0	0	0	0
387092	Nitratiruptor sp. SB155-2	species	0	0	0	0	8	0	1	0	0
2632186	unclassified Nautilia	no rank	0	0	0	0	0	0	0	0	0
2579250	Nautilia sp. PV-1	species	0	0	0	0	1	0	0	0	0
990288	Acidithiobacillus caldus SM-1	strain	0	0	0	0	1	0	0	0	0
2495429	Curtobacterium sp. Csp1	species	0	0	0	0	2	0	11	0	4
2588937	Curtobacterium sp. csp3	species	0	0	0	0	1	0	0	0	0
443906	Clavibacter michiganensis subsp. michiganensis NCPPB 382	strain	0	0	0	0	5	1	0	1	1
1276648	Cutibacterium acnes hdn-1	strain	0	0	0	0	2	0	0	0	0
1234380	Cutibacterium acnes C1	strain	0	0	0	0	1	0	0	0	0
1171373	Acidipropionibacterium acidipropionici ATCC 4875	strain	0	0	0	0	5	0	0	0	0
66712	Propionibacterium freudenreichii subsp. freudenreichii	subspecies	0	0	0	0	1	0	0	0	0
1205675	Mycobacterium canettii CIPT 140070008	strain	0	0	0	0	1	0	0	0	4
1306414	Mycobacterium tuberculosis EAI5	strain	0	0	0	0	1	0	0	0	0
1124626	Mycobacterium ulcerans subsp. shinshuense	subspecies	0	0	0	0	2	1	1	8	2
698962	Corynebacterium diphtheriae 31A	strain	0	0	0	0	2	0	0	0	0
1232383	Corynebacterium glutamicum SCgG2	strain	0	0	0	0	1	0	0	0	0
42817	Corynebacterium argentoratense	species	0	0	0	0	0	0	0	0	0
1348662	Corynebacterium argentoratense DSM 44202	strain	0	0	0	0	4	0	5	0	2
1471400	Corynebacterium pelargi	species	0	0	0	0	4	4	0	3	0
571915	Corynebacterium mustelae	species	0	0	0	0	4	0	0	2	0
1697	Corynebacterium ammoniagenes	species	0	0	0	0	3	0	2	4	0
2320431	Corynebacterium silvaticum	species	0	0	0	0	3	0	0	0	0
1006579	Corynebacterium ulcerans FRC11	strain	0	0	0	0	1	0	0	0	0
92706	[Brevibacterium] flavum	species	0	0	0	0	0	0	0	0	0
1232385	[Brevibacterium] flavum ZL-1	strain	0	0	0	0	1	0	0	0	0
2719119	Corynebacterium rouxii	species	0	0	0	0	1	0	0	0	0
2772432	Streptomyces sp. KY70	species	0	0	0	0	1	0	0	0	0
67381	Streptomyces violascens	species	0	0	0	0	1	0	0	0	0
131112	Arcanobacterium phocae	species	0	0	0	0	3	0	0	0	0
1302235	Arcanobacterium phocisimile	species	0	0	0	0	3	0	0	0	7
1385939	Bifidobacterium breve JCM 7017	strain	0	0	0	0	12	0	0	0	0
1035817	Bifidobacterium longum subsp. longum KACC 91563	strain	0	0	0	0	1	0	0	0	0
630129	Bifidobacterium catenulatum subsp. kashiwanohense	subspecies	0	0	0	0	3	3	0	0	0
1447716	Bifidobacterium kashiwanohense PV20-2	strain	0	0	0	0	2	0	3	3	0
518635	Bifidobacterium angulatum DSM 20098 = JCM 7096	strain	0	0	0	0	1	0	5	2	0
2020965	Bifidobacterium imperatoris	species	0	0	0	0	3	0	0	0	0
762210	Bifidobacterium saguini	species	0	0	0	0	1	0	0	0	0
1884916	Candidatus Nanopelagicus abundans	species	0	0	0	0	3	0	0	2	0
1884915	Candidatus Nanopelagicus hibericus	species	0	0	0	0	2	0	0	0	0
479437	Eggerthella lenta DSM 2243	strain	0	0	0	0	2	0	0	1	0
84162	Cryptobacterium	genus	0	0	0	0	0	0	0	0	0
84163	Cryptobacterium curtum	species	0	0	0	0	0	0	0	0	0
469378	Cryptobacterium curtum DSM 15641	strain	0	0	0	0	1	0	0	2	0
1981050	Phoenicibacter	genus	0	0	0	0	0	0	0	0	0
1944646	Phoenicibacter congonensis	species	0	0	0	0	1	0	1	0	2
378212	Planococcus sp. ZOYM	species	0	0	0	0	1	0	1	0	0
936156	Bacillus subtilis BSn5	strain	0	0	0	0	1	0	0	0	0
1921421	Geobacillus genomosp. 3	species	0	0	0	0	6	0	0	0	1
691437	Geobacillus sp. C56-T3	species	0	0	0	0	1	0	0	0	0
1394	[Bacillus] caldolyticus	species	0	0	0	0	2	0	0	0	0
1136178	Parageobacillus thermoglucosidasius TNO-09.020	strain	0	0	0	0	1	0	0	0	0
81408	Parageobacillus caldoxylosilyticus	species	0	0	0	0	1	0	4	0	15
548470	Staphylococcus aureus subsp. aureus MN8	strain	0	0	0	0	4	0	0	0	0
1293	Staphylococcus gallinarum	species	0	0	0	0	11	0	0	0	0
29384	Staphylococcus kloosii	species	0	0	0	0	1	0	0	0	0
2840371	Gemella sp. zg-570	species	0	0	0	0	1	0	1	0	0
879090	Listeria monocytogenes SLCC7179	strain	0	0	0	0	1	0	0	0	0
2800128	Carnobacterium sp. CS13	species	0	0	0	0	2	5	10	3	0
2781599	Streptococcus oriscaviae	species	0	0	0	0	3	0	0	0	0
1839799	Streptococcus sp. FDAARGOS_192	species	0	0	0	0	2	0	3	1	0
2686210	Streptococcus ruminicola	species	0	0	0	0	1	0	0	0	0
869309	Streptococcus pneumoniae SPNA45	strain	0	0	0	0	1	0	0	0	0
1338	Streptococcus intermedius	species	0	0	0	0	3	0	5	0	0
76860	Streptococcus constellatus	species	0	0	0	0	2	0	2	0	0
1341	Streptococcus ratti	species	0	0	0	0	6	0	0	0	0
148942	Streptococcus equi subsp. equi	subspecies	0	0	0	0	1	0	0	0	0
1114965	Streptococcus parasanguinis FW213	strain	0	0	0	0	1	2	24	0	1
1310	Streptococcus sobrinus	species	0	0	0	0	2	0	4	0	0
2382163	Streptococcus koreensis	species	0	0	0	0	2	0	4	0	0
1346	Streptococcus iniae	species	0	0	0	0	1	1	0	1	0
1381118	Lactobacillus crispatus 2029	strain	0	0	0	0	3	0	0	0	0
267818	Lactobacillus kefiranofaciens	species	0	0	0	0	1	0	0	0	0
2620435	unclassified Lactobacillus	no rank	0	0	0	0	0	0	0	0	0
2099788	Lactobacillus sp. CBA3605	species	0	0	0	0	1	0	0	0	0
1604	Lactobacillus amylovorus	species	0	0	0	0	1	8	0	2	0
47493	Limosilactobacillus panis	species	0	0	0	0	2	0	0	0	0
1631871	Weissella jogaejeotgali	species	0	0	0	0	2	0	0	0	0
164393	Latilactobacillus fuchuensis	species	0	0	0	0	1	0	0	0	0
1623	Ligilactobacillus ruminis	species	0	0	0	0	0	0	0	0	0
1069534	Ligilactobacillus ruminis ATCC 27782	strain	0	0	0	0	3	0	0	0	1
1622	Ligilactobacillus murinus	species	0	0	0	0	1	1	8	0	1
51663	Pediococcus damnosus	species	0	0	0	0	1	0	0	2	0
2767874	Acetilactobacillus	genus	0	0	0	0	0	0	0	0	0
1720083	Acetilactobacillus jinshanensis	species	0	0	0	0	3	0	0	0	1
46254	Oenococcus	genus	0	0	0	0	0	0	0	0	0
336988	Oenococcus kitaharae	species	0	0	0	0	0	0	0	0	0
1045004	Oenococcus kitaharae DSM 17330	strain	0	0	0	0	1	0	0	0	0
2203724	Oenococcus sicerae	species	0	0	0	0	1	0	0	2	0
2636988	unclassified Oenococcus	no rank	0	0	0	0	0	0	0	0	0
2259623	Oenococcus sp. UCMA 16435	species	0	0	0	0	1	0	0	0	0
1007676	Companilactobacillus ginsenosidimutans	species	0	0	0	0	1	0	0	0	0
468911	Liquorilactobacillus hordei	species	0	0	0	0	2	0	4	0	0
2767882	Furfurilactobacillus	genus	0	0	0	0	0	0	0	0	0
231049	Furfurilactobacillus rossiae	species	0	0	0	0	1	0	0	1	0
148814	Apilactobacillus kunkeei	species	0	0	0	0	1	0	0	0	0
128944	Aerococcus urinaehominis	species	0	0	0	0	2	0	0	0	0
87541	Aerococcus christensenii	species	0	0	0	0	1	0	0	0	0
657322	Faecalibacterium prausnitzii SL3/3	strain	0	0	0	0	1	0	4	2	0
2041044	Eubacterium maltosivorans	species	0	0	0	0	1	0	0	0	0
2325	Thermoanaerobacter kivui	species	0	0	0	0	1	0	4	0	0
28186	Acetohalobium	genus	0	0	0	0	0	0	0	0	0
28187	Acetohalobium arabaticum	species	0	0	0	0	0	0	0	0	0
574087	Acetohalobium arabaticum DSM 5501	strain	0	0	0	0	1	0	5	3	0
1064535	Megasphaera elsdenii DSM 20460	strain	0	0	0	0	1	1	0	0	0
248315	Veillonella rodentium	species	0	0	0	0	1	10	0	0	0
1161127	Murdochiella	genus	0	0	0	0	0	0	0	0	0
1852373	Murdochiella vaginalis	species	0	0	0	0	2	0	0	2	0
2714930	Erysipelothrix sp. HDW6C	species	0	0	0	0	2	0	0	0	0
2714929	Erysipelothrix sp. HDW6B	species	0	0	0	0	1	0	0	0	0
2485784	Erysipelothrix piscisicarius	species	0	0	0	0	2	0	0	0	0
111781	Leptolyngbya sp. PCC 7376	species	0	0	0	0	3	2	0	0	14
1442555	Synechococcus sp. NOUM97013	species	0	0	0	0	18	0	2	0	4
316279	Synechococcus sp. CC9902	species	0	0	0	0	6	0	0	0	2
1050638	Synechococcus sp. A15-28	species	0	0	0	0	6	0	0	0	0
1442558	Synechococcus sp. TAK9802	species	0	0	0	0	3	0	0	0	1
1968775	Synechococcus sp. PROS-9-1	species	0	0	0	0	3	0	0	0	0
32049	Synechococcus sp. PCC 7002	species	0	0	0	0	2	0	0	0	0
1442551	Synechococcus sp. BMK-MC-1	species	0	0	0	0	2	2	0	0	1
1442553	Synechococcus sp. M16.1	species	0	0	0	0	2	0	2	0	0
64471	Synechococcus sp. CC9311	species	0	0	0	0	1	0	0	0	2
166314	Synechococcus sp. WH 8109	species	0	0	0	0	1	0	0	0	0
1866939	Synechococcus sp. A18-40	species	0	0	0	0	1	0	0	0	0
1400865	Synechococcus sp. BIOS-U3-1	species	0	0	0	0	1	0	0	1	0
221350	Synechococcus sp. RS9907	species	0	0	0	0	1	0	0	0	0
2479200	Synechococcus elongatus UTEX 3055	strain	0	0	0	0	1	0	0	2	0
2627481	unclassified Prochlorococcus	no rank	0	0	0	0	0	0	0	0	0
1501268	Prochlorococcus sp. MIT 0604	species	0	0	0	0	1	0	0	0	0
2881427	Parasynechococcus	genus	0	0	0	0	0	0	0	0	0
2881428	Parasynechococcus marenigrum	species	0	0	0	0	0	0	0	0	0
84588	Parasynechococcus marenigrum WH 8102	strain	0	0	0	0	1	0	0	1	0
1453359	Candidatus Atelocyanobacterium	genus	0	0	0	0	0	0	0	0	0
713887	Candidatus Atelocyanobacterium thalassa	species	0	0	0	0	0	0	0	0	1
1285375	cyanobacterium endosymbiont of Braarudosphaera bigelowii	isolate	0	0	0	0	1	0	0	0	1
798128	Thermus thermophilus JL-18	strain	0	0	0	0	2	0	0	0	0
