sample	clade_name	clade_taxid	relative_abundance	estimated_number_of_reads_from_the_clade
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_sp_Nsp2	2|1224|28216|32003|206379|35798|136548	0.2011	19316
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_hodleri	2|201174|1760|85007|1762|1763|49897	0.15277	29041
BGG_NOSDA	k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__GGB53655|s__GGB53655_SGB74787	2157|651137|1643678|1033996|||	0.13996	6581
BGG_NOSDA	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Peribacillus|s__Peribacillus_psychrosaccharolyticus	2|1239|91061|1385|186817|2675229|1407	0.12808	16561
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Pseudorhodoplanes|s__Pseudorhodoplanes_sinuspersici	2|1224|28211|356||1734920|1235591	0.12004	19818
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_erythropolis	2|201174|1760|85007|85025|1827|1833	0.11972	22560
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophales|f__Syntrophaceae|g__GGB74480|s__GGB74480_SGB37836	2|1224|28221|2914038|213468||	0.11353	10447
BGG_NOSDA	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Psychrobacillus|s__Psychrobacillus_insolitus	2|1239|91061|1385|186817|1221880|1461	0.09656	8839
BGG_NOSDA	k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Candidatus_Nitrosocosmicus|s__Candidatus_Nitrosocosmicus_arcticus	2157|651137|1643678|1033996|1033997|1826864|2035267	0.09518	7052
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium	2|1224|28211|356|||1909294	0.09019	14307
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Caballeronia|s__Caballeronia_sp_dw_276	2|1224|28216|80840|119060|1827195|2719795	0.08893	16815
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__GGB78370|s__GGB78370_SGB107507	2|1224|28221|29|49||	0.07858	22583
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Tardiphaga|s__Tardiphaga_robiniae	2|1224|28211|356|41294|1395974|943830	0.07491	13445
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_vaccae	2|201174|1760|85007|1762|1866885|1810	0.06964	11930
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp_URHB0044	2|201174|1760|85007|1762|1763|1380386	0.06504	13376
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Blastococcus|s__Blastococcus_sp_CT_GayMR19	2|201174|1760|1643682|85030|38501|2559608	0.06141	7791
BGG_NOSDA	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Psychrobacillus|s__Psychrobacillus_psychrotolerans	2|1239|91061|1385|186817|1221880|126156	0.0513	5526
BGG_NOSDA	k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Oscillatoriales|f__Microcoleaceae|g__Microcoleus|s__Microcoleus_vaginatus	2|1117||1150|1892252|44471|119532	0.04269	8022
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_lwoffii	2|1224|1236|2887326|468|469|28090	0.03327	2980
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_carniphila	2|201174|1760|85006|1268|57493|262208	0.03064	2612
BGG_NOSDA	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp_CF136	2|976|117743|200644|49546|237|1144313	0.02986	4200
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp_Root135	2|201174|1760|85007|1762|1763|1736457	0.02633	4703
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_HMWF013	2|201174|1760|85006|1268|1663|2056849	0.02504	3318
BGG_NOSDA	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Psychrobacillus|s__Psychrobacillus_sp_BL_248_WT_3	2|1239|91061|1385|186817|1221880|2725306	0.02178	2283
BGG_NOSDA	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Sporosarcina|s__Sporosarcina_psychrophila	2|1239|91061|1385|186818|1569|1476	0.02057	2796
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_haeundaensis	2|1224|28211|204455|31989|265|225362	0.01756	1766
BGG_NOSDA	k__Bacteria|p__Elusimicrobia|c__CFGB73180|o__OFGB73180|f__FGB73180|g__GGB15359|s__GGB15359_SGB23405	2|74152|||||	0.01721	1423
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium|s__Hyphomicrobium_album	2|1224|28211|356|45401|81|2665159	0.01655	1784
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB609	2|201174|84998|84999|84107|102106|	0.01624	1622
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes	2|201174|1760|85009|31957|1912216|1747	0.01476	1008
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Sinobacteraceae|g__Hydrocarboniphaga|s__Hydrocarboniphaga_effusa	2|1224|1236|1775403|568386|243627|243629	0.01448	2091
BGG_NOSDA	k__Archaea|p__Thaumarchaeota|c__CFGB9228|o__OFGB9228|f__FGB9228|g__GGB27219|s__GGB27219_SGB39443	2157|651137|||||	0.01396	1190
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_MSA_4_2	2|201174|1760|85006|1268|1663|2794349	0.01287	1281
BGG_NOSDA	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Cellulosilyticum|s__Cellulosilyticum_ruminicola	2|1239|186801|186802|186803|698776|425254	0.01137	1288
BGG_NOSDA	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Peribacillus|s__Peribacillus_simplex	2|1239|91061|1385|186817|2675229|1478	0.01019	1572
BGG_NOSDA	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Paenisporosarcina|s__Paenisporosarcina_sp_OV554	2|1239|91061|1385|186818|651660|2135694	0.00962	1069
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_ISL_69	2|201174|1760|85006|1268|1663|2819113	0.00944	1364
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__GGB26244|s__GGB26244_SGB38273	2|1224|28211|356|45401||	0.00619	563
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Sterolibacteriaceae|g__Methyloversatilis|s__Methyloversatilis_sp_RAC08	2|1224|28216|32003|2008793|378210|1842540	0.00527	577
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_finlayi	2|201174|1760|85011|2062|1883|67296	0.00502	1059
BGG_NOSDA	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_algidixylanolytica	2|1239|186801|186802|186803|2719231|94868	0.00482	617
BGG_NOSDA	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Desulfosporosinus|s__Desulfosporosinus_fructosivorans	2|1239|186801|186802|186807|79206|2018669	0.00438	744
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_ZGTC412	2|201174|1760|85006|1268|1663|2058900	0.00434	548
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia_xinjiangensis	2|201174|1760|85010|2070|1847|75289	0.00403	866
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_tusciae	2|201174|1760|85007|1762|1866885|75922	0.00367	737
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Nitrobacter|s__Nitrobacter_vulgaris	2|1224|28211|356|41294|911|29421	0.00366	393
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Micrococcus|s__Micrococcus_luteus	2|201174|1760|85006|1268|1269|1270	0.00348	240
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_palustris	2|201174|1760|85006|1268|57493|71999	0.00262	207
BGG_NOSDA	k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_caeni	2|976|117747|200666|84566|84567|288992	0.00257	552
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Rhizobacter|s__Rhizobacter_sp_Root1221	2|1224|28216|80840||212743|1736433	0.00248	467
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Methyloceanibacter|s__Methyloceanibacter_marginalis	2|1224|28211|356|45401|1484898|1774971	0.00244	245
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Rhodomicrobium|s__Rhodomicrobium_vannielii	2|1224|28211|356|45401|1068|1069	0.00221	350
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_sp_P9_64	2|201174|1760|85007|1762|1866885|2024612	0.00175	349
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp_Root265	2|201174|1760|85007|1762|1763|1736504	0.00126	232
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__CFGB2255|o__OFGB2255|f__FGB2255|g__GGB63127|s__GGB63127_SGB85389	2|1224|||||	0.00124	114
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas|s__Polaromonas_sp_A23	2|1224|28216|80840|80864|52972|1944133	0.00103	129
BGG_NOSDA	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aestuariivirgaceae|g__GGB44695|s__GGB44695_SGB62151	2|1224|28211|356|2650922||	0.00086	87
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_OY3WO11	2|201174|1760|85006|1268|1663|1835723	0.00074	91
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_moriokaense	2|201174|1760|85007|1762|1866885|39691	0.00049	86
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp_AZCC_0083	2|201174|1760|85007|1762|1763|2735882	0.00047	111
BGG_NOSDA	k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales|f__Gemmataceae|g__Urbifossiella|s__Urbifossiella_limnaea	2|203682|203683|2691355|1914233|2807415|2528023	0.00044	101
BGG_NOSDA	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_polysaccharolyticum	2|1239|186801|186802|186803|1506553|29364	0.00038	36
BGG_NOSDA	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_stellerae	2|201174|1760|85007|1762|1866885|2358193	0.00014	27
BGG_OOSDC	k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__GGB53673|s__GGB53673_SGB74810	2157|651137|1643678|1033996|||	32.04162	323824
BGG_OOSDC	k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH5894	2157|651137|1643678|1033996|||2721610	16.39662	196812
BGG_OOSDC	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__GGB26740|s__GGB26740_SGB38925	2|1239|186801|186802|186807||	4.083	72774
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__GGB77848|s__GGB77848_SGB106857	2|1224|28211|204457|41297||	3.07234	40733
BGG_OOSDC	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Psychrobacillus|s__Psychrobacillus_insolitus	2|1239|91061|1385|186817|1221880|1461	2.64844	40083
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae|g__Candidatus_Nitrotoga|s__Candidatus_Nitrotoga_sp_AM1P	2|1224|28216|32003|90627|453161|2559597	2.10238	29210
BGG_OOSDC	k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaeraceae|g__Candidatus_Nitrosocosmicus|s__Candidatus_Nitrosocosmicus_arcticus	2157|651137|1643678|1033996|1033997|1826864|2035267	1.96857	24115
BGG_OOSDC	k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__GGB53655|s__GGB53655_SGB74787	2157|651137|1643678|1033996|||	1.79744	13974
BGG_OOSDC	k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH5888	2157|651137|1643678|1033996|||2721607	1.74331	14963
BGG_OOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_arabiense	2|201174|1760|85007|1762|1866885|1286181	1.72472	50032
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aestuariivirgaceae|g__GGB44695|s__GGB44695_SGB62151	2|1224|28211|356|2650922||	1.60523	27044
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae|g__Candidatus_Nitrotoga|s__Candidatus_Nitrotoga_SGB102975	2|1224|28216|32003|90627|453161|	1.50631	21644
BGG_OOSDC	k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae|g__GGB78197|s__GGB78197_SGB107723	2|201174|84992|84993|633392||	1.35485	23169
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__GGB66403|s__GGB66403_SGB106858	2|1224|28211|204457|41297||	1.24205	14870
BGG_OOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_mengxianglii	2|201174|1760|85007|1762|1866885|2736649	1.04134	28284
BGG_OOSDC	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_caseinilyticum	2|976|117743|200644|49546|237|2541732	1.01749	17800
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_sp_Nsp2	2|1224|28216|32003|206379|35798|136548	0.91866	14587
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Nitrobacter|s__Nitrobacter_vulgaris	2|1224|28211|356|41294|911|29421	0.87276	15519
BGG_OOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_H14	2|201174|1760|85006|1268|1663|1312959	0.8296	17201
BGG_OOSDC	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Peribacillus|s__Peribacillus_psychrosaccharolyticus	2|1239|91061|1385|186817|2675229|1407	0.77274	16519
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium	2|1224|28211|356|||1909294	0.73725	19739
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Methyloceanibacter|s__Methyloceanibacter_marginalis	2|1224|28211|356|45401|1484898|1774971	0.70004	11640
BGG_OOSDC	k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Candidatus_Nitrospira_nitrificans	2|40117|203693|189778|189779|1234|1742973	0.67856	13113
BGG_OOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Blastococcus|s__Blastococcus_sp_CT_GayMR19	2|201174|1760|1643682|85030|38501|2559608	0.67527	14164
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas|s__Nitrosomonas_sp_APG5	2|1224|28216|32003|206379|914|2116706	0.67393	11483
BGG_OOSDC	k__Archaea|p__Euryarchaeota|c__CFGB10638|o__OFGB10638|f__FGB10638|g__GGB39579|s__GGB39579_SGB45894	2157|28890|||||	0.67169	4680
BGG_OOSDC	k__Bacteria|p__Actinobacteria|c__CFGB75205|o__OFGB75205|f__FGB75205|g__GGB78186|s__GGB78186_SGB107714	2|201174|||||	0.65379	11456
BGG_OOSDC	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Psychrobacillus|s__Psychrobacillus_psychrotolerans	2|1239|91061|1385|186817|1221880|126156	0.56569	10074
BGG_OOSDC	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp_GT3R68	2|976|117743|200644|49546|237|2594437	0.56342	7895
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__GGB78370|s__GGB78370_SGB107507	2|1224|28221|29|49||	0.55497	26367
BGG_OOSDC	k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Chamaesiphonaceae|g__GGB58873|s__GGB58873_SGB104250	2|1117||1890424|1890431||	0.48277	8565
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae|g__Devosia|s__Devosia_sp_1566	2|1224|28211|356|2831106|46913|2499144	0.45674	8646
BGG_OOSDC	k__Bacteria|p__Actinobacteria|c__CFGB52786|o__OFGB52786|f__FGB52786|g__GGB64512|s__GGB64512_SGB87014	2|201174|||||	0.44707	10442
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas|s__Polaromonas_sp_AER18D_145	2|1224|28216|80840|80864|52972|1977060	0.4226	9109
BGG_OOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_jiangjiafuii	2|201174|1760|85006|1268|1663|2817475	0.41529	6873
BGG_OOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Cryobacterium|s__Cryobacterium_levicorallinum	2|201174|1760|85006|85023|69578|995038	0.41528	7241
BGG_OOSDC	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Paenisporosarcina|s__Paenisporosarcina_SGB106732	2|1239|91061|1385|186818|651660|	0.38912	7784
BGG_OOSDC	k__Archaea|p__Euryarchaeota|c__CFGB10638|o__OFGB10638|f__FGB10638|g__GGB39579|s__GGB39579_SGB75387	2157|28890|||||	0.38412	2855
BGG_OOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Knoellia|s__Knoellia_aerolata	2|201174|1760|85006|85021|136099|442954	0.38056	7065
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Pseudorhodoplanes|s__Pseudorhodoplanes_sinuspersici	2|1224|28211|356||1734920|1235591	0.34208	9336
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_muleiense	2|1224|28211|356|69277|68287|1004279	0.34092	11002
BGG_OOSDC	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Paenisporosarcina|s__Paenisporosarcina_sp_OV554	2|1239|91061|1385|186818|651660|2135694	0.31423	5776
BGG_OOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_HMWF013	2|201174|1760|85006|1268|1663|2056849	0.3106	6805
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__GGB73974|s__GGB73974_SGB56606	2|1224|28211|356|82115||	0.29103	5741
BGG_OOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_jishulii	2|201174|1760|85009|85015|1839|2575440	0.28482	4585
BGG_OOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Cryobacterium|s__Cryobacterium_psychrotolerans	2|201174|1760|85006|85023|69578|386301	0.27269	4112
BGG_OOSDC	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB609	2|201174|84998|84999|84107|102106|	0.26896	4441
BGG_OOSDC	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_SGB104524	2|976|117743|200644|49546|237|	0.25052	4068
BGG_OOSDC	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_qilianensis	2|976|768503|768507|1853232|89966|1385715	0.24994	5709
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_sp_Nsp11	2|1224|28216|32003|206379|35798|1855338	0.24794	3570
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas|s__Polaromonas_glacialis	2|1224|28216|80840|80864|52972|866564	0.2304	4713
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__GGB78078|s__GGB78078_SGB108277	2|1224|28221|69541|213422||	0.22981	5722
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_sp_Nsp13	2|1224|28216|32003|206379|35798|1855332	0.21767	3508
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_alhagi	2|1224|28211|356|69277|68287|475067	0.21295	6806
BGG_OOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Salinibacterium|s__Salinibacterium_sp_ZJ450	2|201174|1760|85006|85023|235888|2708338	0.21245	3710
BGG_OOSDC	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__GGB26244|s__GGB26244_SGB38273	2|1224|28211|356|45401||	0.21038	3169
BGG_OOSDC	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Cryobacterium|s__Cryobacterium_zongtaii	2|201174|1760|85006|85023|69578|1259217	0.20499	3710
